Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Begin Path
2890	Spectrogram 1	1	72276.057000000	72278.311000000	16.5	42.0	2.254	25.5	-56.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2891	Spectrogram 1	1	72278.680000000	72280.606000000	32.1	48.6	1.926	16.5	-57.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2892	Spectrogram 1	1	72280.565000000	72282.738000000	18.1	62.6	2.173	44.5	-52.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2893	Spectrogram 1	1	72316.123000000	72317.803000000	30.5	46.2	1.680	15.7	-55.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2894	Spectrogram 1	1	72316.902000000	72318.090000000	24.7	37.9	1.188	13.2	-55.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2895	Spectrogram 1	1	72317.147000000	72320.262000000	32.1	70.9	3.115	38.8	-56.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2896	Spectrogram 1	1	72318.787000000	72321.533000000	24.7	39.6	2.746	14.9	-56.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2897	Spectrogram 1	1	72370.533000000	72373.156000000	30.5	44.5	2.623	14.0	-61.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2898	Spectrogram 1	1	72379.754000000	72380.861000000	30.5	43.7	1.107	13.2	-57.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2899	Spectrogram 1	1	72380.656000000	72382.336000000	33.0	47.0	1.680	14.0	-57.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2900	Spectrogram 1	1	72385.820000000	72390.205000000	20.6	78.3	4.385	57.7	-51.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2901	Spectrogram 1	1	72389.344000000	72392.459000000	12.4	73.4	3.115	61.0	-53.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2902	Spectrogram 1	1	72408.934000000	72411.926000000	31.3	66.8	2.992	35.5	-56.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2903	Spectrogram 1	1	72411.188000000	72415.000000000	11.5	103.0	3.812	91.5	-55.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2904	Spectrogram 1	1	72461.746000000	72463.877000000	27.2	42.0	2.131	14.8	-57.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2905	Spectrogram 1	1	72475.172000000	72476.729000000	14.0	42.9	1.557	28.9	-54.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2906	Spectrogram 1	1	72506.074000000	72508.369000000	26.4	40.4	2.295	14.0	-54.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2907	Spectrogram 1	1	72509.721000000	72511.033000000	19.0	36.3	1.312	17.3	-48.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2908	Spectrogram 1	1	72513.328000000	72515.008000000	23.9	39.6	1.680	15.7	-55.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2909	Spectrogram 1	1	72517.754000000	72519.475000000	30.5	44.5	1.721	14.0	-60.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2910	Spectrogram 1	1	72600.836000000	72602.516000000	15.7	56.9	1.680	41.2	-55.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2911	Spectrogram 1	1	72617.885000000	72619.524000000	35.4	52.7	1.639	17.3	-60.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2912	Spectrogram 1	1	72627.598000000	72628.787000000	14.8	28.8	1.189	14.0	-51.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2913	Spectrogram 1	1	72675.328000000	72676.803000000	28.0	46.2	1.475	18.2	-54.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2914	Spectrogram 1	1	72677.377000000	72680.451000000	13.2	42.9	3.074	29.7	-53.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2915	Spectrogram 1	1	72683.401000000	72685.901000000	28.0	67.6	2.500	39.6	-51.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2916	Spectrogram 1	1	72689.656000000	72690.844000000	28.8	61.8	1.188	33.0	-57.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2917	Spectrogram 1	1	72701.254000000	72707.688000000	26.4	91.5	6.434	65.1	-54.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2918	Spectrogram 1	1	72703.631000000	72707.852000000	14.8	32.1	4.221	17.3	-47.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2919	Spectrogram 1	1	72720.844000000	72723.221000000	31.3	64.3	2.377	33.0	-58.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2920	Spectrogram 1	1	72769.844000000	72771.770000000	26.4	61.8	1.926	35.4	-55.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2921	Spectrogram 1	1	72853.090000000	72854.402000000	35.4	78.3	1.312	42.9	-56.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2922	Spectrogram 1	1	72855.303000000	72856.779000000	17.3	32.1	1.476	14.8	-51.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2923	Spectrogram 1	1	72871.902000000	72873.377000000	25.5	61.8	1.475	36.3	-58.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2924	Spectrogram 1	1	72912.172000000	72915.082000000	23.9	56.0	2.910	32.1	-61.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2925	Spectrogram 1	1	72917.049000000	72918.852000000	26.4	42.0	1.803	15.6	-54.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2926	Spectrogram 1	1	72919.508000000	72920.943000000	28.0	45.3	1.435	17.3	-56.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2927	Spectrogram 1	1	72963.057000000	72966.541000000	26.4	77.5	3.484	51.1	-53.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2928	Spectrogram 1	1	72965.393000000	72967.361000000	14.0	29.7	1.968	15.7	-52.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2929	Spectrogram 1	1	72981.787000000	72983.795000000	28.0	106.3	2.008	78.3	-51.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2930	Spectrogram 1	1	72998.139000000	73001.377000000	14.0	56.0	3.238	42.0	-56.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2931	Spectrogram 1	1	73006.336000000	73008.385000000	30.5	67.6	2.049	37.1	-52.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2932	Spectrogram 1	1	73007.360000000	73009.942000000	6.6	37.9	2.582	31.3	-52.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2933	Spectrogram 1	1	73046.156000000	73048.942000000	23.9	59.3	2.786	35.4	-53.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2934	Spectrogram 1	1	73053.082000000	73055.664000000	28.0	81.6	2.582	53.6	-48.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2935	Spectrogram 1	1	73054.311000000	73057.795000000	10.7	76.6	3.484	65.9	-48.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2936	Spectrogram 1	1	73055.377000000	73057.057000000	35.4	194.5	1.680	159.1	-50.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2937	Spectrogram 1	1	73062.180000000	73065.213000000	28.0	65.9	3.033	37.9	-50.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2938	Spectrogram 1	1	73064.992000000	73067.943000000	28.0	66.8	2.951	38.8	-50.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2939	Spectrogram 1	1	73197.377000000	73201.352000000	20.6	94.8	3.975	74.2	-57.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2940	Spectrogram 1	1	73204.221000000	73208.320000000	25.5	56.0	4.099	30.5	-61.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2941	Spectrogram 1	1	73208.688000000	73215.983000000	17.3	44.5	7.295	27.2	-56.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2942	Spectrogram 1	1	73250.516000000	73256.664000000	28.8	66.8	6.148	38.0	-57.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2943	Spectrogram 1	1	73269.860000000	73273.303000000	14.8	65.9	3.443	51.1	-57.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2944	Spectrogram 1	1	73294.434000000	73295.623000000	25.5	39.6	1.189	14.1	-61.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2945	Spectrogram 1	1	73333.369000000	73335.008000000	20.6	33.8	1.639	13.2	-60.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2946	Spectrogram 1	1	73338.107000000	73340.115000000	25.5	40.4	2.008	14.9	-54.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2947	Spectrogram 1	1	73393.459000000	73397.107000000	23.9	38.7	3.648	14.8	-55.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2948	Spectrogram 1	1	73402.393000000	73404.443000000	16.5	29.7	2.050	13.2	-59.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2949	Spectrogram 1	1	73415.713000000	73418.377000000	29.7	66.8	2.664	37.1	-59.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2950	Spectrogram 1	1	73425.016000000	73428.336000000	13.2	99.7	3.320	86.5	-57.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2951	Spectrogram 1	1	73428.623000000	73432.352000000	27.2	40.4	3.729	13.2	-46.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2952	Spectrogram 1	1	73428.746000000	73432.106000000	22.3	34.6	3.360	12.3	-47.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2953	Spectrogram 1	1	73431.656000000	73436.942000000	13.2	68.4	5.286	55.2	-53.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2954	Spectrogram 1	1	73434.156000000	73435.877000000	23.9	36.3	1.721	12.4	-48.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2955	Spectrogram 1	1	73498.836000000	73500.311000000	29.7	43.7	1.475	14.0	-60.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2956	Spectrogram 1	1	73507.279000000	73509.369000000	30.5	65.9	2.090	35.4	-62.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2957	Spectrogram 1	1	73509.369000000	73510.639000000	21.4	33.0	1.270	11.6	-55.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2958	Spectrogram 1	1	73513.918000000	73515.721000000	10.7	66.8	1.803	56.1	-61.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2959	Spectrogram 1	1	73635.197000000	73637.738000000	33.0	65.9	2.541	32.9	-60.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2960	Spectrogram 1	1	73641.959000000	73644.500000000	30.5	69.2	2.541	38.7	-63.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2961	Spectrogram 1	1	73645.893000000	73650.238000000	16.5	75.8	4.345	59.3	-56.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2962	Spectrogram 1	1	73662.107000000	73664.484000000	30.5	45.3	2.377	14.8	-60.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2963	Spectrogram 1	1	73666.123000000	73670.221000000	20.6	70.9	4.098	50.3	-55.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2964	Spectrogram 1	1	73699.811000000	73701.451000000	19.0	31.3	1.640	12.3	-60.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2965	Spectrogram 1	1	73704.852000000	73708.705000000	33.0	72.5	3.853	39.5	-54.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2966	Spectrogram 1	1	73707.352000000	73711.041000000	26.4	65.1	3.689	38.7	-56.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2967	Spectrogram 1	1	73710.590000000	73713.664000000	33.0	51.1	3.074	18.1	-64.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2968	Spectrogram 1	1	73715.943000000	73717.500000000	28.8	62.6	1.557	33.8	-63.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2969	Spectrogram 1	1	73732.910000000	73734.836000000	30.5	47.8	1.926	17.3	-62.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2970	Spectrogram 1	1	73735.738000000	73737.418000000	20.6	35.4	1.680	14.8	-55.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2971	Spectrogram 1	1	73753.033000000	73755.533000000	32.1	65.9	2.500	33.8	-55.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2972	Spectrogram 1	1	73753.811000000	73756.270000000	19.8	33.8	2.459	14.0	-53.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2973	Spectrogram 1	1	73756.721000000	73762.090000000	9.9	65.1	5.369	55.2	-56.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2974	Spectrogram 1	1	73764.057000000	73766.680000000	32.1	69.2	2.623	37.1	-60.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2975	Spectrogram 1	1	73767.566000000	73770.557000000	11.5	88.2	2.991	76.7	-49.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2976	Spectrogram 1	1	73773.795000000	73777.074000000	31.3	68.4	3.279	37.1	-53.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2977	Spectrogram 1	1	73787.115000000	73788.918000000	30.5	45.3	1.803	14.8	-60.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2978	Spectrogram 1	1	73790.680000000	73791.992000000	19.0	33.0	1.312	14.0	-55.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2979	Spectrogram 1	1	73829.393000000	73830.992000000	29.7	63.5	1.599	33.8	-62.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2980	Spectrogram 1	1	73833.369000000	73837.303000000	19.0	76.6	3.934	57.6	-55.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2981	Spectrogram 1	1	73839.680000000	73841.975000000	29.7	44.5	2.295	14.8	-57.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2982	Spectrogram 1	1	73915.729000000	73920.238000000	32.1	66.8	4.509	34.7	-59.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2983	Spectrogram 1	1	73920.278000000	73925.360000000	22.3	53.6	5.082	31.3	-56.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2984	Spectrogram 1	1	73921.918000000	73923.639000000	19.8	32.1	1.721	12.3	-52.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2985	Spectrogram 1	1	73924.377000000	73925.770000000	34.6	50.3	1.393	15.7	-57.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2986	Spectrogram 1	1	73950.016000000	73952.106000000	33.0	54.4	2.090	21.4	-58.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2987	Spectrogram 1	1	73951.615000000	73954.483000000	33.8	47.0	2.868	13.2	-56.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2988	Spectrogram 1	1	73951.861000000	73955.467000000	16.5	30.5	3.606	14.0	-57.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2989	Spectrogram 1	1	74005.902000000	74009.631000000	32.1	65.1	3.729	33.0	-57.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2990	Spectrogram 1	1	74012.582000000	74017.418000000	13.2	66.8	4.836	53.6	-56.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2991	Spectrogram 1	1	74016.557000000	74018.360000000	35.4	49.5	1.803	14.1	-59.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2992	Spectrogram 1	1	74027.295000000	74032.746000000	14.8	70.9	5.451	56.1	-57.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2993	Spectrogram 1	1	74045.025000000	74046.951000000	24.7	56.9	1.926	32.2	-59.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2994	Spectrogram 1	1	74048.016000000	74049.943000000	27.2	42.0	1.927	14.8	-59.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2995	Spectrogram 1	1	74068.426000000	74069.615000000	33.0	46.2	1.189	13.2	-60.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2996	Spectrogram 1	1	74079.082000000	74082.156000000	33.8	68.4	3.074	34.6	-56.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2997	Spectrogram 1	1	74082.115000000	74085.270000000	12.4	41.2	3.155	28.8	-58.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2998	Spectrogram 1	1	74093.164000000	74095.500000000	23.9	55.2	2.336	31.3	-56.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
2999	Spectrogram 1	1	74104.352000000	74108.656000000	16.5	67.6	4.304	51.1	-57.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3000	Spectrogram 1	1	74107.344000000	74109.025000000	24.7	56.9	1.681	32.2	-55.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3001	Spectrogram 1	1	74109.025000000	74110.992000000	42.9	57.7	1.967	14.8	-59.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3002	Spectrogram 1	1	74115.377000000	74117.180000000	31.3	44.5	1.803	13.2	-53.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3003	Spectrogram 1	1	74115.582000000	74117.877000000	25.5	40.4	2.295	14.9	-53.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3004	Spectrogram 1	1	74126.688000000	74130.623000000	24.7	56.0	3.935	31.3	-61.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3005	Spectrogram 1	1	74135.541000000	74139.598000000	29.7	48.6	4.057	18.9	-53.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3006	Spectrogram 1	1	74138.123000000	74140.459000000	42.0	59.3	2.336	17.3	-54.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3007	Spectrogram 1	1	74140.705000000	74142.590000000	37.1	53.6	1.885	16.5	-62.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3008	Spectrogram 1	1	74142.508000000	74145.459000000	20.6	35.4	2.951	14.8	-54.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3009	Spectrogram 1	1	74145.238000000	74147.246000000	38.7	65.1	2.008	26.4	-52.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3010	Spectrogram 1	1	74146.426000000	74149.336000000	18.1	197.0	2.910	178.9	-53.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3011	Spectrogram 1	1	74148.926000000	74154.254000000	22.3	38.7	5.328	16.4	-47.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3012	Spectrogram 1	1	74150.238000000	74153.066000000	40.4	126.1	2.828	85.7	-54.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3013	Spectrogram 1	1	74150.402000000	74152.246000000	29.7	41.2	1.844	11.5	-45.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3014	Spectrogram 1	1	74153.066000000	74156.918000000	28.8	68.4	3.852	39.6	-53.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3015	Spectrogram 1	1	74157.574000000	74161.262000000	19.8	36.3	3.688	16.5	-50.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3016	Spectrogram 1	1	74157.615000000	74160.688000000	32.1	62.6	3.073	30.5	-53.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3017	Spectrogram 1	1	74162.533000000	74164.377000000	31.3	51.1	1.844	19.8	-56.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3018	Spectrogram 1	1	74180.197000000	74183.270000000	18.1	44.5	3.073	26.4	-51.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3019	Spectrogram 1	1	74182.410000000	74187.860000000	28.8	123.6	5.450	94.8	-59.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3020	Spectrogram 1	1	74192.615000000	74195.647000000	33.8	49.5	3.032	15.7	-58.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3021	Spectrogram 1	1	74206.738000000	74210.672000000	24.7	60.2	3.934	35.5	-58.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3022	Spectrogram 1	1	74254.180000000	74256.475000000	31.3	47.0	2.295	15.7	-60.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3023	Spectrogram 1	1	74280.164000000	74282.664000000	24.7	39.6	2.500	14.9	-59.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3024	Spectrogram 1	1	74289.672000000	74291.803000000	32.1	45.3	2.131	13.2	-55.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3025	Spectrogram 1	1	74314.082000000	74315.557000000	32.1	45.3	1.475	13.2	-60.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3026	Spectrogram 1	1	74350.352000000	74354.492000000	34.6	75.0	4.140	40.4	-52.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3027	Spectrogram 1	1	74376.238000000	74378.656000000	17.3	154.1	2.418	136.8	-60.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3028	Spectrogram 1	1	74458.803000000	74461.303000000	29.7	43.7	2.500	14.0	-57.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
3029	Spectrogram 1	1	74484.688000000	74486.574000000	26.4	39.6	1.886	13.2	-53.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
